year	component	sector	category	emission	value	unit
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in inventories	Biomass CO2	16.856698876413894	kt
2012	domestic_footprint	Business Services	Changes in inventories	Biomass CO2	39.272575170625245	kt
2012	domestic_footprint	Transport	Changes in inventories	Biomass CO2	4.168633059461351	kt
2012	domestic_footprint	Metal & metal products	Changes in inventories	Biomass CO2	0.0	kt
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	Biomass CO2	29.574298547140554	kt
2012	domestic_footprint	Electrical & machinery	Changes in inventories	Biomass CO2	2.643198179912952	kt
2012	domestic_footprint	Construction	Changes in inventories	Biomass CO2	47.63045020065207	kt
2012	domestic_footprint	Recreation; other services	Changes in inventories	Biomass CO2	0.3144870140284074	kt
2012	domestic_footprint	Public services	Changes in inventories	Biomass CO2	0.20407294558684408	kt
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	Biomass CO2	0.1040252543875551	kt
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	Biomass CO2	9.330224085609585	kt
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	Biomass CO2	16.982620490796883	kt
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	Biomass CO2	0.0	kt
2012	domestic_footprint	Mining & quarrying	Changes in inventories	Biomass CO2	4.364819108288191	kt
2012	domestic_footprint	Transport equipment	Changes in inventories	Biomass CO2	0.1038334858192229	kt
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	Biomass CO2	0.0	kt
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	Biomass CO2	0.0	kt
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in inventories	CH4	526.1497996899549	t
2012	domestic_footprint	Business Services	Changes in inventories	CH4	1525.5849744485045	t
2012	domestic_footprint	Transport	Changes in inventories	CH4	393.6264747611274	t
2012	domestic_footprint	Metal & metal products	Changes in inventories	CH4	0.0	t
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	CH4	1948.1821247543041	t
2012	domestic_footprint	Electrical & machinery	Changes in inventories	CH4	90.16586704165995	t
2012	domestic_footprint	Construction	Changes in inventories	CH4	1381.5744265743415	t
2012	domestic_footprint	Recreation; other services	Changes in inventories	CH4	11.376388788394443	t
2012	domestic_footprint	Public services	Changes in inventories	CH4	4.026256968633422	t
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	CH4	2.678202169061024	t
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	CH4	1276.1433127743949	t
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	CH4	9234.12709128056	t
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	CH4	0.0	t
2012	domestic_footprint	Mining & quarrying	Changes in inventories	CH4	1197.5766119761784	t
2012	domestic_footprint	Transport equipment	Changes in inventories	CH4	2.7056166360322087	t
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	CH4	0.0	t
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	CH4	0.0	t
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in inventories	CO2	137.65101618687797	kt
2012	domestic_footprint	Business Services	Changes in inventories	CO2	272.5158051768334	kt
2012	domestic_footprint	Transport	Changes in inventories	CO2	726.080524409497	kt
2012	domestic_footprint	Metal & metal products	Changes in inventories	CO2	0.0	kt
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	CO2	1173.840793261679	kt
2012	domestic_footprint	Electrical & machinery	Changes in inventories	CO2	28.682961323564232	kt
2012	domestic_footprint	Construction	Changes in inventories	CO2	474.73778359674327	kt
2012	domestic_footprint	Recreation; other services	Changes in inventories	CO2	1.9115777700694374	kt
2012	domestic_footprint	Public services	Changes in inventories	CO2	0.8212046509755898	kt
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	CO2	0.6557066393032485	kt
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	CO2	130.96621690018455	kt
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	CO2	191.85885856582067	kt
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	CO2	0.0	kt
2012	domestic_footprint	Mining & quarrying	Changes in inventories	CO2	689.3280372170193	kt
2012	domestic_footprint	Transport equipment	Changes in inventories	CO2	1.6226024959649192	kt
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	CO2	0.0	kt
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	CO2	0.0	kt
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in inventories	GHG	0.1616276104454524	Mt
2012	domestic_footprint	Business Services	Changes in inventories	GHG	0.3363456795615895	Mt
2012	domestic_footprint	Transport	Changes in inventories	GHG	0.7464025509280993	Mt
2012	domestic_footprint	Metal & metal products	Changes in inventories	GHG	0.0	Mt
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	GHG	1.3035332223756477	Mt
2012	domestic_footprint	Electrical & machinery	Changes in inventories	GHG	0.032946963102485696	Mt
2012	domestic_footprint	Construction	Changes in inventories	GHG	0.5308301705455364	Mt
2012	domestic_footprint	Recreation; other services	Changes in inventories	GHG	0.0024392620751078	Mt
2012	domestic_footprint	Public services	Changes in inventories	GHG	0.0010375316036238	Mt
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	GHG	0.000768448357982	Mt
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	GHG	0.1906920608946135	Mt
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	GHG	0.5976270191099289	Mt
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	GHG	0.0	Mt
2012	domestic_footprint	Mining & quarrying	Changes in inventories	GHG	0.7271052034485009	Mt
2012	domestic_footprint	Transport equipment	Changes in inventories	GHG	0.0017676085802274	Mt
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	GHG	0.0	Mt
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	GHG	0.0	Mt
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in inventories	HFC	4670.721066066473	t CO2-eq
2012	domestic_footprint	Business Services	Changes in inventories	HFC	10831.669864048708	t CO2-eq
2012	domestic_footprint	Transport	Changes in inventories	HFC	2678.2601006067384	t CO2-eq
2012	domestic_footprint	Metal & metal products	Changes in inventories	HFC	0.0	t CO2-eq
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	HFC	3313.840591971526	t CO2-eq
2012	domestic_footprint	Electrical & machinery	Changes in inventories	HFC	652.6989207372436	t CO2-eq
2012	domestic_footprint	Construction	Changes in inventories	HFC	6791.168690636933	t CO2-eq
2012	domestic_footprint	Recreation; other services	Changes in inventories	HFC	133.51046313501053	t CO2-eq
2012	domestic_footprint	Public services	Changes in inventories	HFC	68.1243782152894	t CO2-eq
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	HFC	16.20526799234005	t CO2-eq
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	HFC	5928.300734042635	t CO2-eq
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	HFC	12858.812880543745	t CO2-eq
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	HFC	0.0	t CO2-eq
2012	domestic_footprint	Mining & quarrying	Changes in inventories	HFC	1681.5510885964354	t CO2-eq
2012	domestic_footprint	Transport equipment	Changes in inventories	HFC	18.99427590590822	t CO2-eq
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	HFC	0.0	t CO2-eq
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	HFC	0.0	t CO2-eq
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in inventories	N2O	16.401792683188532	t
2012	domestic_footprint	Business Services	Changes in inventories	N2O	29.380999190120615	t
2012	domestic_footprint	Transport	Changes in inventories	N2O	23.46282653657545	t
2012	domestic_footprint	Metal & metal products	Changes in inventories	N2O	0.0	t
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	N2O	268.83502123945243	t
2012	domestic_footprint	Electrical & machinery	Changes in inventories	N2O	3.030817094476173	t
2012	domestic_footprint	Construction	Changes in inventories	N2O	37.53641120870382	t
2012	domestic_footprint	Recreation; other services	Changes in inventories	N2O	0.2565951693059193	t
2012	domestic_footprint	Public services	Changes in inventories	N2O	0.119115607027351	t
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	N2O	0.0675081514129515	t
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	N2O	67.7673546541584	t
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	N2O	505.8637572459882	t
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	N2O	0.0	t
2012	domestic_footprint	Mining & quarrying	Changes in inventories	N2O	8.771423615097076	t
2012	domestic_footprint	Transport equipment	Changes in inventories	N2O	0.0939074481604441	t
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	N2O	0.0	t
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	N2O	0.0	t
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in inventories	PFC	82.13119248180654	t CO2-eq
2012	domestic_footprint	Business Services	Changes in inventories	PFC	196.29171985697246	t CO2-eq
2012	domestic_footprint	Transport	Changes in inventories	PFC	343.9629667061925	t CO2-eq
2012	domestic_footprint	Metal & metal products	Changes in inventories	PFC	0.0	t CO2-eq
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	PFC	161.93325480424608	t CO2-eq
2012	domestic_footprint	Electrical & machinery	Changes in inventories	PFC	233.3514721274177	t CO2-eq
2012	domestic_footprint	Construction	Changes in inventories	PFC	426.3414933608882	t CO2-eq
2012	domestic_footprint	Recreation; other services	Changes in inventories	PFC	2.0868382436693125	t CO2-eq
2012	domestic_footprint	Public services	Changes in inventories	PFC	0.4971901872570272	t CO2-eq
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	PFC	0.5892494704033723	t CO2-eq
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	PFC	28.93646453325443	t CO2-eq
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	PFC	77.27354435720358	t CO2-eq
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	PFC	0.0	t CO2-eq
2012	domestic_footprint	Mining & quarrying	Changes in inventories	PFC	132.1982571536894	t CO2-eq
2012	domestic_footprint	Transport equipment	Changes in inventories	PFC	22.34510775382832	t CO2-eq
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	PFC	0.0	t CO2-eq
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	PFC	0.0	t CO2-eq
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in inventories	SF6_NF3	145.072547662462	t CO2-eq
2012	domestic_footprint	Business Services	Changes in inventories	SF6_NF3	2299.568730910884	t CO2-eq
2012	domestic_footprint	Transport	Changes in inventories	SF6_NF3	60.61312578574864	t CO2-eq
2012	domestic_footprint	Metal & metal products	Changes in inventories	SF6_NF3	0.0	t CO2-eq
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	SF6_NF3	426.27514561716845	t CO2-eq
2012	domestic_footprint	Electrical & machinery	Changes in inventories	SF6_NF3	50.140578854202694	t CO2-eq
2012	domestic_footprint	Construction	Changes in inventories	SF6_NF3	243.64385040721052	t CO2-eq
2012	domestic_footprint	Recreation; other services	Changes in inventories	SF6_NF3	5.550397718739707	t CO2-eq
2012	domestic_footprint	Public services	Changes in inventories	SF6_NF3	3.4045532618615506	t CO2-eq
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	SF6_NF3	3.0678803578781824	t CO2-eq
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	SF6_NF3	78.24505481796366	t CO2-eq
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	SF6_NF3	222.6198931646764	t CO2-eq
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	SF6_NF3	0.0	t CO2-eq
2012	domestic_footprint	Mining & quarrying	Changes in inventories	SF6_NF3	106.84449239742014	t CO2-eq
2012	domestic_footprint	Transport equipment	Changes in inventories	SF6_NF3	3.0239610313706766	t CO2-eq
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	SF6_NF3	0.0	t CO2-eq
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	SF6_NF3	0.0	t CO2-eq
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Business Services	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Transport	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Metal & metal products	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Petroleum, chem & non-met	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Electrical & machinery	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Construction	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Recreation; other services	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Public services	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Electricity, gas & water	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Food, beverages & tobacco	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Other manufacturing & recycl.	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Mining & quarrying	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Transport equipment	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Wood, paper & publishing	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Textiles & wearing apparel	Changes in valuables	Biomass CO2	0.0	kt
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Business Services	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Transport	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Metal & metal products	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Petroleum, chem & non-met	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Electrical & machinery	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Construction	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Recreation; other services	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Public services	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Electricity, gas & water	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Food, beverages & tobacco	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Other manufacturing & recycl.	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Mining & quarrying	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Transport equipment	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Wood, paper & publishing	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Textiles & wearing apparel	Changes in valuables	CH4	0.0	t
2012	domestic_footprint	Wholesale, retail & hospitality	Changes in valuables	CO2	0.0	kt
2012	domestic_footprint	Business Services	Changes in valuables	CO2	0.0	kt
2012	domestic_footprint	Transport	Changes in valuables	CO2	0.0	kt
2012	domestic_footprint	Metal & metal products	Changes in valuables	CO2	0.0	kt
2012	domestic_footprint	Petroleum, chem & non-met	Changes in valuables	CO2	0.0	kt
2012	domestic_footprint	Electrical & machinery	Changes in valuables	CO2	0.0	kt
2012	domestic_footprint	Construction	Changes in valuables	CO2	0.0	kt
2012	domestic_footprint	Recreation; other services	Changes in valuables	CO2	0.0	kt
2012	domestic_footprint	Public services	Changes in valuables	CO2	0.0	kt
