year	component	sector	category	emission	value	unit
2012	domestic_footprint	Wholesale, retail , Hospitality	Changes in inventories	Biomass CO2	16.856698876413887	kt
2012	domestic_footprint	Business Services	Changes in inventories	Biomass CO2	39.272575170625245	kt
2012	domestic_footprint	Transport	Changes in inventories	Biomass CO2	4.16863305946135	kt
2012	domestic_footprint	Metal & metal products	Changes in inventories	Biomass CO2	0.0	kt
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	Biomass CO2	29.574298547140554	kt
2012	domestic_footprint	Electrical & machinery	Changes in inventories	Biomass CO2	2.643198179912952	kt
2012	domestic_footprint	Construction	Changes in inventories	Biomass CO2	47.63045020065205	kt
2012	domestic_footprint	Recreation; other services	Changes in inventories	Biomass CO2	0.3144870140284075	kt
2012	domestic_footprint	Public services	Changes in inventories	Biomass CO2	0.2040729455868442	kt
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	Biomass CO2	0.1040252543875551	kt
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	Biomass CO2	9.330224085609586	kt
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	Biomass CO2	16.982620490796883	kt
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	Biomass CO2	0.0	kt
2012	domestic_footprint	Mining & quarrying	Changes in inventories	Biomass CO2	4.364819108288191	kt
2012	domestic_footprint	Transport equipment	Changes in inventories	Biomass CO2	0.1038334858192229	kt
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	Biomass CO2	0.0	kt
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	Biomass CO2	0.0	kt
2012	domestic_footprint	Wholesale, retail , Hospitality	Changes in inventories	CH4	526.1497996899549	t
2012	domestic_footprint	Business Services	Changes in inventories	CH4	1525.5849744485045	t
2012	domestic_footprint	Transport	Changes in inventories	CH4	393.62647476112744	t
2012	domestic_footprint	Metal & metal products	Changes in inventories	CH4	0.0	t
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	CH4	1948.1821247543046	t
2012	domestic_footprint	Electrical & machinery	Changes in inventories	CH4	90.16586704165996	t
2012	domestic_footprint	Construction	Changes in inventories	CH4	1381.574426574341	t
2012	domestic_footprint	Recreation; other services	Changes in inventories	CH4	11.376388788394445	t
2012	domestic_footprint	Public services	Changes in inventories	CH4	4.026256968633422	t
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	CH4	2.678202169061024	t
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	CH4	1276.1433127743949	t
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	CH4	9234.12709128056	t
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	CH4	0.0	t
2012	domestic_footprint	Mining & quarrying	Changes in inventories	CH4	1197.5766119761786	t
2012	domestic_footprint	Transport equipment	Changes in inventories	CH4	2.7056166360322087	t
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	CH4	0.0	t
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	CH4	0.0	t
2012	domestic_footprint	Wholesale, retail , Hospitality	Changes in inventories	CO2	137.65101618687794	kt
2012	domestic_footprint	Business Services	Changes in inventories	CO2	272.51580517683334	kt
2012	domestic_footprint	Transport	Changes in inventories	CO2	726.0805244094968	kt
2012	domestic_footprint	Metal & metal products	Changes in inventories	CO2	0.0	kt
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	CO2	1173.840793261679	kt
2012	domestic_footprint	Electrical & machinery	Changes in inventories	CO2	28.682961323564243	kt
2012	domestic_footprint	Construction	Changes in inventories	CO2	474.7377835967431	kt
2012	domestic_footprint	Recreation; other services	Changes in inventories	CO2	1.9115777700694379	kt
2012	domestic_footprint	Public services	Changes in inventories	CO2	0.8212046509755896	kt
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	CO2	0.6557066393032486	kt
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	CO2	130.96621690018458	kt
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	CO2	191.85885856582067	kt
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	CO2	0.0	kt
2012	domestic_footprint	Mining & quarrying	Changes in inventories	CO2	689.3280372170194	kt
2012	domestic_footprint	Transport equipment	Changes in inventories	CO2	1.6226024959649188	kt
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	CO2	0.0	kt
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	CO2	0.0	kt
2012	domestic_footprint	Wholesale, retail , Hospitality	Changes in inventories	GHG	0.1616276104454524	Mt
2012	domestic_footprint	Business Services	Changes in inventories	GHG	0.3363456795615895	Mt
2012	domestic_footprint	Transport	Changes in inventories	GHG	0.746402550928099	Mt
2012	domestic_footprint	Metal & metal products	Changes in inventories	GHG	0.0	Mt
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	GHG	1.3035332223756477	Mt
2012	domestic_footprint	Electrical & machinery	Changes in inventories	GHG	0.032946963102485696	Mt
2012	domestic_footprint	Construction	Changes in inventories	GHG	0.5308301705455363	Mt
2012	domestic_footprint	Recreation; other services	Changes in inventories	GHG	0.0024392620751078	Mt
2012	domestic_footprint	Public services	Changes in inventories	GHG	0.0010375316036238	Mt
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	GHG	0.000768448357982	Mt
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	GHG	0.1906920608946135	Mt
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	GHG	0.5976270191099289	Mt
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	GHG	0.0	Mt
2012	domestic_footprint	Mining & quarrying	Changes in inventories	GHG	0.727105203448501	Mt
2012	domestic_footprint	Transport equipment	Changes in inventories	GHG	0.0017676085802274	Mt
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	GHG	0.0	Mt
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	GHG	0.0	Mt
2012	domestic_footprint	Wholesale, retail , Hospitality	Changes in inventories	HFC	4670.721066066473	t
2012	domestic_footprint	Business Services	Changes in inventories	HFC	10831.669864048707	t
2012	domestic_footprint	Transport	Changes in inventories	HFC	2678.260100606738	t
2012	domestic_footprint	Metal & metal products	Changes in inventories	HFC	0.0	t
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	HFC	3313.8405919715265	t
2012	domestic_footprint	Electrical & machinery	Changes in inventories	HFC	652.6989207372437	t
2012	domestic_footprint	Construction	Changes in inventories	HFC	6791.168690636933	t
2012	domestic_footprint	Recreation; other services	Changes in inventories	HFC	133.51046313501055	t
2012	domestic_footprint	Public services	Changes in inventories	HFC	68.1243782152894	t
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	HFC	16.205267992340055	t
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	HFC	5928.300734042636	t
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	HFC	12858.812880543745	t
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	HFC	0.0	t
2012	domestic_footprint	Mining & quarrying	Changes in inventories	HFC	1681.5510885964352	t
2012	domestic_footprint	Transport equipment	Changes in inventories	HFC	18.994275905908214	t
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	HFC	0.0	t
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	HFC	0.0	t
2012	domestic_footprint	Wholesale, retail , Hospitality	Changes in inventories	N2O	16.401792683188525	t
2012	domestic_footprint	Business Services	Changes in inventories	N2O	29.380999190120615	t
2012	domestic_footprint	Transport	Changes in inventories	N2O	23.462826536575445	t
2012	domestic_footprint	Metal & metal products	Changes in inventories	N2O	0.0	t
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	N2O	268.83502123945243	t
2012	domestic_footprint	Electrical & machinery	Changes in inventories	N2O	3.030817094476173	t
2012	domestic_footprint	Construction	Changes in inventories	N2O	37.53641120870381	t
2012	domestic_footprint	Recreation; other services	Changes in inventories	N2O	0.2565951693059193	t
2012	domestic_footprint	Public services	Changes in inventories	N2O	0.11911560702735091	t
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	N2O	0.0675081514129516	t
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	N2O	67.7673546541584	t
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	N2O	505.8637572459882	t
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	N2O	0.0	t
2012	domestic_footprint	Mining & quarrying	Changes in inventories	N2O	8.771423615097076	t
2012	domestic_footprint	Transport equipment	Changes in inventories	N2O	0.0939074481604441	t
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	N2O	0.0	t
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	N2O	0.0	t
2012	domestic_footprint	Wholesale, retail , Hospitality	Changes in inventories	PFC	82.13119248180651	t
2012	domestic_footprint	Business Services	Changes in inventories	PFC	196.29171985697243	t
2012	domestic_footprint	Transport	Changes in inventories	PFC	343.96296670619245	t
2012	domestic_footprint	Metal & metal products	Changes in inventories	PFC	0.0	t
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	PFC	161.93325480424608	t
2012	domestic_footprint	Electrical & machinery	Changes in inventories	PFC	233.3514721274177	t
2012	domestic_footprint	Construction	Changes in inventories	PFC	426.3414933608879	t
2012	domestic_footprint	Recreation; other services	Changes in inventories	PFC	2.086838243669313	t
2012	domestic_footprint	Public services	Changes in inventories	PFC	0.4971901872570273	t
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	PFC	0.5892494704033724	t
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	PFC	28.93646453325443	t
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	PFC	77.27354435720355	t
2012	domestic_footprint	Other manufacturing & recycl.	Changes in inventories	PFC	0.0	t
2012	domestic_footprint	Mining & quarrying	Changes in inventories	PFC	132.1982571536894	t
2012	domestic_footprint	Transport equipment	Changes in inventories	PFC	22.3451077538283	t
2012	domestic_footprint	Wood, paper & publishing	Changes in inventories	PFC	0.0	t
2012	domestic_footprint	Textiles & wearing apparel	Changes in inventories	PFC	0.0	t
2012	domestic_footprint	Wholesale, retail , Hospitality	Changes in inventories	SF6_NF3	145.07254766246194	t
2012	domestic_footprint	Business Services	Changes in inventories	SF6_NF3	2299.568730910884	t
2012	domestic_footprint	Transport	Changes in inventories	SF6_NF3	60.61312578574858	t
2012	domestic_footprint	Metal & metal products	Changes in inventories	SF6_NF3	0.0	t
2012	domestic_footprint	Petroleum, chem & non-met	Changes in inventories	SF6_NF3	426.27514561716845	t
2012	domestic_footprint	Electrical & machinery	Changes in inventories	SF6_NF3	50.14057885420271	t
2012	domestic_footprint	Construction	Changes in inventories	SF6_NF3	243.64385040721064	t
2012	domestic_footprint	Recreation; other services	Changes in inventories	SF6_NF3	5.5503977187397044	t
2012	domestic_footprint	Public services	Changes in inventories	SF6_NF3	3.4045532618615497	t
2012	domestic_footprint	Electricity, gas & water	Changes in inventories	SF6_NF3	3.067880357878183	t
2012	domestic_footprint	Agriculture, forestry & fishing	Changes in inventories	SF6_NF3	78.24505481796368	t
2012	domestic_footprint	Food, beverages & tobacco	Changes in inventories	SF6_NF3	222.61989316467643	t
